gene_id	transcript_pos	exon_start	exon_stop	length	type
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108930120	108930242	123	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108929379	108930120	742	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108929198	108929379	182	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108923453	108929198	5746	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108923368	108923453	86	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108912764	108923368	10605	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108912678	108912764	87	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108911072	108912678	1607	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108910776	108911072	297	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108910532	108910776	245	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108910460	108910532	73	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108908019	108910460	2442	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108907860	108908019	160	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108906368	108907860	1493	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108906308	108906368	61	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108897229	108906308	9080	intron
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108897146	108897229	84	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108897145	108897145	1	snp
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108896909	108897144	236	exon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108896907	108896909	3	stop_codon
ENSG00000135960|EDAR|ENST00000409271	2:108894471:108989269:-	108894471	108896907	2437	utr
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108988960	108989372	413	utr
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108931032	108988960	57929	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108931014	108931032	19	utr
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108931012	108931014	3	start_codon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108930964	108931012	49	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108930242	108930964	723	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108930120	108930242	123	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108929379	108930120	742	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108929198	108929379	182	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108923453	108929198	5746	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108923368	108923453	86	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108912764	108923368	10605	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108912678	108912764	87	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108911072	108912678	1607	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108910947	108911072	126	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108910850	108910947	98	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108910776	108910850	75	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108910532	108910776	245	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108910460	108910532	73	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108908019	108910460	2442	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108907860	108908019	160	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108906368	108907860	1493	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108906308	108906368	61	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108897229	108906308	9080	intron
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108897146	108897229	84	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108897145	108897145	1	snp
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108896909	108897144	236	exon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108896907	108896909	3	stop_codon
ENSG00000135960|EDAR|ENST00000258443	2:108894471:108989372:-	108894471	108896907	2437	utr
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108988960	108989372	413	utr
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108931032	108988960	57929	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108931014	108931032	19	utr
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108931012	108931014	3	start_codon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108930964	108931012	49	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108930242	108930964	723	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108930120	108930242	123	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108929379	108930120	742	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108929198	108929379	182	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108923453	108929198	5746	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108923368	108923453	86	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108912764	108923368	10605	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108912678	108912764	87	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108911072	108912678	1607	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108910776	108911072	297	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108910532	108910776	245	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108910460	108910532	73	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108908019	108910460	2442	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108907860	108908019	160	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108906368	108907860	1493	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108906308	108906368	61	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108897229	108906308	9080	intron
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108897146	108897229	84	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108897145	108897145	1	snp
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108896909	108897144	236	exon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108896907	108896909	3	stop_codon
ENSG00000135960|EDAR|ENST00000376651	2:108894478:108989372:-	108894478	108896907	2430	utr
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135837169	135837180	12	utr
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135837167	135837169	3	start_codon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135836530	135837167	638	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135833190	135836530	3341	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135833111	135833190	80	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135829676	135833111	3436	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135829594	135829676	83	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135829593	135829593	1	snp
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135824003	135829593	5591	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135823901	135824003	103	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135822098	135823901	1804	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135822020	135822098	79	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135818061	135822020	3960	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135817341	135818061	721	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135812956	135817341	4386	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135812311	135812956	646	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135809993	135812311	2319	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135808443	135809993	1551	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135807396	135808443	1048	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135807132	135807396	265	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135807131	135807131	1	snp
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135807128	135807130	3	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135805057	135807128	2072	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135804767	135805057	291	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135804128	135804767	640	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135803930	135804128	199	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135800809	135803930	3122	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135800607	135800809	203	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135798138	135800607	2470	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135798029	135798138	110	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135794775	135798029	3255	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135794641	135794775	135	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135790881	135794641	3761	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135790658	135790881	224	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135789798	135790658	861	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135789571	135789798	228	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135788544	135789571	1028	intron
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135788326	135788544	219	exon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135788324	135788326	3	stop_codon
ENSG00000115850|LCT|ENST00000264162	2:135787840:135837180:-	135787840	135788324	485	utr
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135876365	135876426	62	utr
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135876363	135876365	3	start_codon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135876259	135876363	105	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135872843	135876259	3417	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135872697	135872843	147	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135870361	135872697	2337	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135870251	135870361	111	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135868860	135870251	1392	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135868611	135868860	250	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135866728	135868611	1884	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135866563	135866728	166	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135866277	135866563	287	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135866132	135866277	146	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135865163	135866132	970	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135865013	135865163	151	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135862748	135865013	2266	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135862607	135862748	142	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135859442	135862607	3166	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135859301	135859442	142	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135858004	135859301	1298	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135857897	135858004	108	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135856883	135857897	1015	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135856728	135856883	156	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135852915	135856728	3814	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135852787	135852915	129	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135851563	135852787	1225	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135851402	135851563	162	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135851077	135851402	326	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135851076	135851076	1	snp
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135848188	135851075	2888	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135848053	135848188	136	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135846392	135848053	1662	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135846237	135846392	156	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135844684	135846237	1554	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135844545	135844684	140	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135840951	135844545	3595	intron
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135840837	135840951	115	exon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135840835	135840837	3	stop_codon
ENSG00000076003|MCM6|ENST00000264156	2:135839626:135876426:-	135839626	135840835	1210	utr
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238288349	238288609	261	utr
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277955	238288349	10395	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277936	238277955	20	utr
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277934	238277936	3	start_codon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277707	238277934	228	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277193	238277707	515	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238277131	238277193	63	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238275897	238277131	1235	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238275743	238275897	155	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238273191	238275743	2553	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238273070	238273191	122	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238271513	238273070	1558	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238271312	238271513	202	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238268974	238271312	2339	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238268923	238268974	52	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238268198	238268923	726	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238268056	238268198	143	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238265590	238268056	2467	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238265512	238265590	79	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238263058	238265512	2455	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238262952	238263058	107	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238262344	238262952	609	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238262191	238262344	154	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238261837	238262191	355	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238261729	238261837	109	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238260953	238261729	777	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238260828	238260953	126	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238260053	238260828	776	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238259969	238260053	85	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238258644	238259969	1326	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238258497	238258644	148	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238258400	238258497	98	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238258276	238258400	125	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238257086	238258276	1191	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238257004	238257086	83	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238257003	238257003	1	snp
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238256922	238257002	81	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238255911	238256922	1012	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238255657	238255911	255	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238253702	238255657	1956	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238252912	238253702	791	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238251761	238252912	1152	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238251599	238251761	163	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238250743	238251599	857	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238250551	238250743	193	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238249212	238250551	1340	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238249062	238249212	151	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238246524	238249062	2539	intron
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238246377	238246524	148	exon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238246375	238246377	3	stop_codon
ENSG00000132326|PER2|ENST00000254657	2:238244038:238288609:-	238244038	238246375	2338	utr
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46370854	46370988	135	utr
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46370988	46372892	1905	intron
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46372892	46372903	12	utr
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46372903	46372905	3	start_codon
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46372905	46373454	550	exon
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46373455	46373455	1	snp
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46373456	46373959	504	exon
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46373959	46373961	3	stop_codon
ENSG00000160791|CCR5|ENST00000292303	3:46370854:46376206:+	46373961	46376206	2246	utr
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46372670	46372903	234	utr
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46372903	46372905	3	start_codon
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46372905	46373454	550	exon
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46373455	46373455	1	snp
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46373456	46373959	504	exon
ENSG00000160791|CCR5|ENST00000445772	3:46372670:46373961:+	46373959	46373961	3	stop_codon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1793307	1793465	159	utr
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1793465	1793833	369	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1793833	1793935	103	utr
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1793935	1793937	3	start_codon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1793937	1794043	107	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1794043	1799254	5212	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1799254	1799523	270	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1799523	1799747	225	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1799747	1799812	66	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1799812	1801367	1556	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1801367	1801536	170	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1801536	1801620	85	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1801620	1801743	124	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1801743	1801835	93	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1801835	1802025	191	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1802025	1803692	1668	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1803692	1803836	145	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1803836	1804330	495	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804330	1804376	47	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804377	1804377	1	snp
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804378	1804520	143	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804520	1804821	302	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804821	1804969	149	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1804969	1805355	387	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805355	1805476	122	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805476	1805559	84	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805559	1805669	111	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805669	1805750	82	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805750	1805940	191	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1805940	1806051	112	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806051	1806173	123	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806173	1806546	374	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806546	1806683	138	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806683	1806829	147	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806829	1806934	106	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1806934	1807116	183	intron
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1807116	1807286	171	exon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1807286	1807288	3	stop_codon
ENSG00000068078|FGFR3|ENST00000481110	4:1793307:1808865:+	1807288	1808865	1578	utr
ENSG00000068078|FGFR3|ENST00000340107	4:1793312:1808872:+	1793312	1793465	154	utr
ENSG00000068078|FGFR3|ENST00000340107	4:1793312:1808872:+	1793465	1793833	369	intron
